Series Name,Series Code,Country Name,Country Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"School enrollment, primary (% gross)",SE.PRM.ENRR,Cote d'Ivoire,CIV,54.6450119018555,56.3409614562988,56.3113708496094,57.6763305664062,58.8601417541504,59.428108215332,59.5236892700195,64.0567932128906,69.1992797851562,73.8856201171875,76.5020980834961,78.623420715332,79.3364868164062,78.1789932250977,74.595817565918,70.7145614624023,67.8801879882812,65.3504791259766,64.6961288452148,66.4160614013672,66.4925537109375,65.3906936645508,65.7415924072266,65.6535415649414,68.896728515625,69.9155731201172,70.1818923950195,71.0238876342773,71.3737182617188,72.3918762207031,70.5018081665039,71.6749496459961,71.6886520385742,67.7177124023438,..,..,64.8889312744141,65.3321380615234,69.1642303466797,68.6351928710938,..,77.1075820922852,79.7437896728516,80.6249084472656,82.8493499755859,85.8923034667969,90.1342468261719,91.8170928955078,92.9018936157227,93.5452194213867,94.1609115600586,92.7193832397461,94.6489410400391,101.650497436523
"School enrollment, primary (% gross)",SE.PRM.ENRR,Finland,FIN,..,83.2343826293945,81.8688201904297,82.8275299072266,86.1420669555664,89.7470932006836,101.875923156738,101.587226867676,100.682991027832,100.33805847168,100.174697875977,100.104568481445,100.115341186523,100.10147857666,99.9815826416016,99.8997192382812,99.896240234375,99.9078216552734,100.127250671387,100.145797729492,100.084632873535,99.9173736572266,99.9295120239258,99.9399108886719,99.9698181152344,100.003356933594,99.9656677246094,99.9616928100586,99.8864974975586,99.7165374755859,99.7170867919922,99.688591003418,99.6447677612305,99.689567565918,99.7934265136719,99.7841110229492,99.7659530639648,99.6621475219727,99.7198715209961,99.664192199707,99.6880569458008,99.7851867675781,99.7071228027344,99.6918487548828,99.6617202758789,99.5672302246094,99.5080413818359,99.4682083129883,99.7032012939453,99.5557479858398,99.8175811767578,99.353630065918,98.6190185546875,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,China,CHN,120.340057373047,111.981750488281,106.83113861084,107.876022338867,106.179130554199,112.194068908691,117.58203125,115.572227478027,110.883583068848,109.943023681641,108.862922668457,110.818008422852,111.846168518066,115.250068664551,118.229042053223,125.628341674805,131.474822998047,134.326110839844,131.506958007812,126.830001831055,119.836502075195,116.541816711426,113.808631896973,111.76912689209,110.52970123291,111.240463256836,110.350860595703,110.21012878418,109.920471191406,..,..,115.909858703613,..,..,..,..,106.496429443359,106.728660583496,107.430740356445,106.631637573242,105.000213623047,103.869262695312,103.43643951416,102.930908203125,97.9485015869141,97.1544418334961,97.3906173706055,97.922119140625,98.1703567504883,98.2354125976562,99.0244293212891,99.4303970336914,100.171730041504,99.323860168457
"School enrollment, primary (% gross)",SE.PRM.ENRR,Zambia,ZMB,85.0757675170898,86.1284713745117,88.540153503418,89.0268173217773,91.110237121582,89.5504989624023,90.1118469238281,89.8783187866211,89.3937911987305,89.2593765258789,90.1772003173828,89.7809600830078,90.7620697021484,93.5629730224609,96.1308288574219,99.3729476928711,98.7407913208008,97.1528472900391,97.266357421875,96.352409362793,95.0457000732422,95.9100570678711,..,..,88.8736114501953,86.4857406616211,84.9032135009766,..,82.9720001220703,80.8897399902344,80.6693267822266,80.4413375854492,83.3985137939453,..,102.57186126709,113.938583374023,115.222511291504,116.499008178711,117.853576660156,111.725257873535,110.654739379883,112.128326416016,112.240272521973,106.377288818359,107.507301330566,103.852157592773,99.9986267089844,99.239128112793,97.7707331798513,96.2491679442168,94.7777968616337,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,"Venezuela, RB",VEN,..,89.0195007324219,90.5629196166992,91.4142227172852,90.9147186279297,92.1685180664062,95.7928466796875,98.3383865356445,101.266548156738,102.609939575195,104.270050048828,105.58251953125,106.236640930176,105.415756225586,104.130767822266,104.555068969727,104.544097900391,104.121429443359,103.753433227539,103.462211608887,104.258056640625,107.76188659668,109.595031738281,108.040649414062,..,..,99.5676574707031,100.766540527344,..,99.0205001831055,100.551040649414,103.11058807373,105.398719787598,103.50048828125,103.385231018066,102.988227844238,102.693328857422,104.312240600586,101.424911499023,101.624313354492,101.07022857666,100.89427947998,101.07137298584,101.631439208984,100.504531860352,99.7375183105469,96.8556365966797,94.0880584716797,95.4673912354309,..,..,..,..,108.435699462891
"School enrollment, primary (% gross)",SE.PRM.ENRR,Pakistan,PAK,..,45.9906387329102,46.1464614868164,48.6000099182129,51.0938491821289,51.6937599182129,52.9504890441895,54.5155296325684,48.1648597717285,47.898380279541,47.1800193786621,47.9244613647461,48.6079406738281,50.5874481201172,50.7413215637207,52.1836700439453,52.1590805053711,53.7716598510742,53.4772796630859,53.0443305969238,52.80419921875,..,..,..,..,..,..,..,..,..,63.4712295532227,63.471809387207,63.8420181274414,65.7692565917969,69.646858215332,73.1828079223633,69.8638076782227,74.2201995849609,73.9127197265625,74.1731033325195,74.5181025649786,71.0259884181485,70.7852546541412,70.2436408942136,74.3189018516843,74.8479908789247,79.8399701958586,78.8430583504664,82.0333064173511,83.1845752333307,..,84.3684597161784,82.6790063159857,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
